User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level,Calories Burned
2500.0,40.0,95.11,10975.78,8.35,Active,4.0,439.0312
1702.0,91.5,97.93,81.4,6.76,Active,6.0,3.2560000000000002
3449.0,44.44,100.0,2716.06,6.78,Active,6.0,108.6424
2579.0,53.32,95.17,18510.38,7.36,Highly_Active,2.0,832.9671
1161.0,75.21,99.15,5964.22,6.57,Sedentary,2.0,208.74770000000004
1201.0,78.45,98.51,2445.95,6.6,Active,6.0,97.838
2981.0,75.26,98.28,3039.11,5.21,Highly_Active,6.0,136.75995
1995.0,79.86,98.24,2899.69,5.17,Active,9.0,115.9876
3317.0,76.96,98.62,1392.31,5.46,Sedentary,5.0,48.730850000000004
4934.0,68.49,97.94,1095.34,6.86,Active,9.0,43.8136
1815.0,71.65,96.8,4586.04,6.04,Sedentary,9.0,160.5114
4342.0,65.22,97.55,2205.48,10.37,Highly_Active,4.0,99.2466
1455.0,76.74,94.3,674.37,7.08,Highly_Active,10.0,30.34665
4533.0,48.69,99.05,1707.7,8.86,Sedentary,8.0,59.76950000000001
4798.0,79.73,99.0,5148.38,8.73,Highly_Active,10.0,231.6771
2275.0,73.52,100.0,2078.41,7.14,Sedentary,9.0,72.74435
2016.0,87.62,99.22,1900.29,6.44,Sedentary,9.0,66.51015000000001
4773.0,70.45,97.62,6785.19,5.15,Highly_Active,3.0,305.33354999999995
3343.0,84.03,98.97,8185.11,5.6,Active,1.0,327.4044
4796.0,83.28,97.36,1932.54,7.76,Active,6.0,77.3016
3767.0,72.91,96.66,4472.49,6.9,Active,6.0,178.8996
4820.0,80.29,93.22,10124.3,5.54,Highly_Active,10.0,455.59349999999995
1337.0,54.86,98.78,8196.12,6.19,Highly_Active,4.0,368.8254
1878.0,95.12,99.0,502.66,6.99,Sedentary,9.0,17.593100000000003
1791.0,72.33,100.0,8993.13,6.14,Active,3.0,359.7252
4993.0,59.21,98.69,1384.36,6.42,Active,2.0,55.374399999999994
3264.0,63.48,95.51,1526.46,2.88,Active,10.0,61.058400000000006
1763.0,99.65,95.6,6963.02,6.53,Active,7.0,278.5208
3235.0,77.07,98.44,2336.09,4.91,Active,2.0,93.4436
1379.0,70.55,99.79,2738.35,7.05,Sedentary,1.0,95.84225
1492.0,70.46,99.92,5178.97,6.7,Highly_Active,4.0,233.05365
4112.0,75.03,97.13,9720.34,7.62,Sedentary,2.0,340.2119
2180.0,85.84,93.8,4828.12,7.64,Highly_Active,10.0,217.2654
3062.0,77.91,98.0,15672.47,9.08,Sedentary,10.0,548.5364500000001
4884.0,78.23,98.0,789.37,3.53,Sedentary,3.0,27.627950000000002
1064.0,61.15,98.67,9821.21,6.31,Active,6.0,392.84839999999997
4928.0,70.59,97.47,4980.02,3.44,Highly_Active,6.0,224.10090000000002
4910.0,77.35,97.4,11875.9,7.24,Sedentary,9.0,415.65650000000005
3568.0,74.53,98.96,2662.71,6.25,Sedentary,7.0,93.19485000000002
2367.0,68.76,97.28,4605.83,5.79,Active,4.0,184.2332
2152.0,67.39,100.0,12144.92,6.9,Active,4.0,485.7968
3027.0,81.53,97.62,12477.44,4.92,Active,10.0,499.09760000000006
2495.0,89.84,92.91,12089.51,6.13,Active,7.0,483.5804
4134.0,77.94,99.07,8028.7,6.61,Sedentary,5.0,281.0045
2162.0,43.86,99.27,3686.66,6.31,Sedentary,9.0,129.03310000000002
3640.0,74.87,95.38,219.67,4.7,Highly_Active,6.0,9.88515
1391.0,68.85,96.23,3376.38,7.74,Highly_Active,7.0,151.9371
2698.0,74.13,100.0,2566.6,5.72,Active,10.0,102.664
1418.0,69.06,97.63,19215.95,5.74,Sedentary,2.0,672.55825
3336.0,62.72,96.76,733.27,7.82,Highly_Active,9.0,32.99715
1378.0,84.22,100.0,6922.49,6.1,Active,10.0,276.8996
2796.0,72.77,95.94,8826.96,7.42,Sedentary,8.0,308.9436
4561.0,73.66,97.17,1424.89,7.45,Highly_Active,5.0,64.12005
3278.0,40.0,100.0,1137.2,5.98,Highly_Active,8.0,51.174
4065.0,71.6,100.0,343.09,6.85,Highly_Active,4.0,15.439049999999998
3088.0,58.85,100.0,1211.11,5.77,Sedentary,7.0,42.38885
4099.0,75.26,99.48,11559.66,6.47,Highly_Active,7.0,520.1847
3182.0,78.54,100.0,20171.35,7.21,Active,5.0,806.8539999999999
1200.0,65.8,99.88,16218.37,5.06,Highly_Active,2.0,729.82665
3996.0,67.87,98.66,3182.27,7.16,Active,9.0,127.2908
3977.0,67.4,97.39,12283.01,4.27,Sedentary,4.0,429.90535000000006
4104.0,59.17,95.52,11717.29,5.38,Active,6.0,468.69160000000005
4119.0,49.18,93.57,453.15,5.46,Sedentary,3.0,15.86025
1502.0,80.05,99.91,1692.99,5.83,Active,4.0,67.7196
3454.0,67.25,97.8,19571.85,5.07,Highly_Active,3.0,880.7332499999999
4645.0,50.02,96.29,9426.99,7.91,Active,9.0,377.07959999999997
1804.0,80.07,100.0,5052.6,5.32,Sedentary,8.0,176.84100000000004
3146.0,57.18,97.69,3495.23,4.77,Highly_Active,4.0,157.28535
3731.0,64.43,99.14,7373.27,6.48,Active,1.0,294.93080000000003
3773.0,75.26,97.27,3276.17,9.73,Active,4.0,131.04680000000002
2570.0,68.72,100.0,2992.64,5.49,Highly_Active,4.0,134.66879999999998
1960.0,86.26,98.54,1203.05,3.09,Sedentary,3.0,42.106750000000005
4810.0,72.48,95.5,5276.42,4.27,Active,7.0,211.0568
3660.0,93.45,98.73,5135.55,3.83,Sedentary,2.0,179.74425000000002
2485.0,68.81,99.27,6254.34,7.13,Sedentary,5.45,218.9019
3690.0,66.44,100.0,864.86,6.65,Active,7.0,34.5944
4840.0,75.25,98.58,17249.39,6.83,Sedentary,1.0,603.72865
2028.0,89.47,98.12,9485.09,8.19,Active,3.0,379.40360000000004
4289.0,78.74,99.03,982.6,8.94,Sedentary,10.0,34.391000000000005
1502.0,76.55,95.89,578.68,7.76,Highly_Active,10.0,26.040599999999998
3814.0,62.89,100.0,7208.58,7.6,Highly_Active,2.0,324.3861
1397.0,60.69,100.0,2924.56,4.29,Highly_Active,4.0,131.6052
1870.0,89.49,98.0,2689.85,5.74,Sedentary,6.0,94.14475
3842.0,91.06,98.63,12827.68,8.58,Highly_Active,4.0,577.2456
1392.0,90.58,95.25,2963.37,5.68,Highly_Active,3.0,133.35164999999998
1206.0,86.87,98.06,7001.17,8.16,Active,2.0,280.0468
2038.0,81.7,99.0,5391.32,6.69,Active,4.0,215.65279999999998
2881.0,81.47,95.95,2135.86,7.67,Active,2.0,85.43440000000001
4625.0,77.0,96.91,2820.5,5.19,Highly_Active,6.0,126.9225
3939.0,83.43,97.03,20076.66,7.64,Sedentary,10.0,702.6831000000001
2484.0,74.37,96.75,2817.7,5.54,Sedentary,5.0,98.6195
4762.0,75.26,100.0,10727.45,6.85,Highly_Active,4.0,482.73525
4646.0,88.76,97.67,13826.86,6.46,Highly_Active,3.0,622.2087
1863.0,56.13,100.0,515.81,8.29,Sedentary,3.0,18.05335
3790.0,91.44,97.03,7615.9,7.75,Sedentary,2.0,266.5565
4312.0,74.13,97.31,9683.39,3.85,Highly_Active,7.0,435.75255
1563.0,96.87,98.09,3984.4,5.28,Active,9.0,159.376
2020.0,94.06,98.41,5896.81,5.55,Sedentary,1.0,206.38835000000003
1095.0,59.54,95.9,1235.54,7.54,Sedentary,9.0,43.243900000000004
2923.0,75.26,98.71,4980.02,5.76,Highly_Active,8.0,224.10090000000002
2757.0,47.01,95.78,8609.03,4.87,Sedentary,10.0,301.3160500000001
3532.0,69.21,100.0,6459.18,4.45,Highly_Active,1.0,290.6631
4478.0,80.34,96.93,1026.4,7.59,Highly_Active,1.0,46.188
3796.0,76.04,96.88,19440.58,8.08,Sedentary,7.0,680.4203000000001
2678.0,81.64,100.0,1776.28,4.57,Active,9.0,71.0512
4242.0,64.46,97.05,14562.85,5.83,Sedentary,10.0,509.69975000000005
1540.0,74.71,97.89,2175.88,4.75,Highly_Active,6.0,97.91460000000001
2059.0,66.15,97.52,5806.6,5.12,Highly_Active,5.0,261.297
3572.0,79.24,97.41,10664.46,6.16,Active,2.0,426.5784
4910.0,74.15,96.55,5670.09,4.18,Highly_Active,1.0,255.15404999999998
2722.0,54.43,98.7,4189.36,5.89,Highly_Active,4.0,188.52119999999996
4314.0,77.94,99.09,9995.61,6.65,Highly_Active,5.0,449.80245
4157.0,85.58,95.73,4559.68,7.2,Highly_Active,6.0,205.1856
2819.0,61.23,96.69,5857.69,3.44,Active,1.0,234.30759999999998
3625.0,93.63,97.84,13075.54,5.78,Highly_Active,9.0,588.3993
3729.0,66.05,98.16,8396.28,3.42,Highly_Active,9.0,377.8326
3604.0,63.6,98.77,5248.07,5.74,Active,4.0,209.9228
2597.0,48.29,100.0,4330.07,5.85,Sedentary,1.0,151.55245
4060.0,79.03,98.67,948.86,7.44,Sedentary,8.0,33.210100000000004
3693.0,102.24,95.99,406.12,7.96,Highly_Active,8.0,18.2754
2051.0,63.99,99.96,1445.09,6.94,Highly_Active,10.0,65.02905
2643.0,82.7,94.84,2269.18,7.48,Active,3.0,90.76719999999999
4627.0,87.01,98.94,6608.31,5.38,Sedentary,2.0,231.29085000000003
2363.0,92.41,100.0,12318.8,7.66,Highly_Active,7.0,554.3459999999999
4869.0,56.48,96.7,12534.28,6.7,Sedentary,10.0,438.69980000000004
2981.0,98.3,99.39,12389.19,6.09,Active,7.0,495.5676
2663.0,101.3,97.41,401.2,4.13,Active,9.0,16.048
2529.0,77.33,96.24,3574.01,6.71,Active,7.0,142.96040000000002
3038.0,83.65,99.25,17140.38,5.23,Sedentary,8.0,599.9133
4419.0,60.77,99.53,4409.08,6.54,Active,6.0,176.3632
2496.0,89.77,98.84,14351.71,5.89,Sedentary,1.0,502.30985000000004
4302.0,58.85,99.19,124.7,6.93,Highly_Active,9.0,5.6114999999999995
3237.0,79.03,99.45,4913.45,8.29,Sedentary,7.0,171.97075
4296.0,68.54,100.0,17898.03,6.69,Highly_Active,10.0,805.41135
2408.0,73.68,96.85,2119.88,8.0,Sedentary,8.0,74.1958
2400.0,91.28,92.94,18580.73,4.97,Active,2.0,743.2292
2306.0,69.67,97.18,59.59,8.65,Sedentary,7.0,2.0856500000000002
3680.0,91.59,97.2,575.52,4.98,Highly_Active,10.0,25.8984
1972.0,76.96,98.0,787.32,6.09,Active,3.0,31.492800000000003
2768.0,107.25,98.54,1789.64,5.83,Highly_Active,4.0,80.5338
2282.0,76.83,100.0,2472.02,4.13,Sedentary,10.0,86.5207
4430.0,73.86,98.03,4597.65,4.81,Active,9.0,183.90599999999998
2479.0,70.05,96.58,17870.59,4.47,Highly_Active,5.0,804.17655
2434.0,75.26,99.44,15201.8,5.51,Active,10.0,608.072
1648.0,105.89,97.82,9650.25,8.73,Active,10.0,386.01
1317.0,68.91,96.87,7537.44,7.57,Highly_Active,3.0,339.1848
4748.0,52.16,98.12,1600.09,6.99,Highly_Active,6.0,72.00404999999999
4296.0,72.67,99.68,6446.07,9.75,Highly_Active,5.0,290.07315
4890.0,80.35,97.78,1113.49,3.81,Highly_Active,6.0,50.10705
2257.0,71.88,97.67,4219.55,6.4,Active,4.0,168.782
1683.0,74.27,97.91,4333.08,9.55,Sedentary,5.45,151.6578
2998.0,81.38,98.41,12618.05,5.26,Active,8.0,504.722
4898.0,87.28,98.39,2704.81,7.73,Highly_Active,5.0,121.71645
4445.0,72.11,95.56,294.37,5.66,Sedentary,9.0,10.302950000000001
4743.0,113.84,97.71,336.77,8.39,Sedentary,10.0,11.786950000000001
2631.0,75.26,100.0,14546.26,7.75,Highly_Active,3.0,654.5817
2495.0,74.92,99.16,4663.16,6.21,Highly_Active,6.0,209.8422
4304.0,55.22,100.0,1995.25,7.97,Highly_Active,3.0,89.78625
4763.0,76.71,98.83,229.74,6.15,Highly_Active,7.0,10.3383
2136.0,87.21,98.44,5266.78,6.7,Highly_Active,1.0,237.00509999999997
2853.0,87.32,100.0,1032.15,7.38,Sedentary,6.0,36.12525000000001
2520.0,75.26,97.12,3777.31,5.92,Sedentary,4.0,132.20585
3489.0,76.73,97.0,5080.82,8.77,Active,2.0,203.2328
1563.0,67.79,100.0,1822.29,6.6,Sedentary,6.0,63.780150000000006
2291.0,97.46,99.81,1551.83,6.93,Sedentary,1.0,54.31405
4581.0,76.86,97.44,140.05,4.53,Highly_Active,4.0,6.30225
4878.0,40.74,96.73,6165.13,5.53,Active,1.0,246.6052
4457.0,80.52,95.94,1565.87,6.74,Highly_Active,8.0,70.46414999999999
4458.0,45.75,97.36,14739.26,7.8,Highly_Active,3.0,663.2667
4184.0,81.75,99.85,6480.44,8.62,Highly_Active,2.0,291.6198
2636.0,113.81,93.65,5690.05,4.91,Active,8.0,227.602
4696.0,95.41,100.0,4917.92,5.26,Sedentary,6.0,172.12720000000002
3999.0,75.26,99.42,1697.27,4.66,Sedentary,7.0,59.404450000000004
3160.0,84.54,96.99,2712.75,6.26,Sedentary,1.0,94.94625
2781.0,71.0,96.19,10479.52,6.59,Highly_Active,8.0,471.5784
1641.0,66.92,98.58,888.84,6.7,Highly_Active,5.0,39.9978
3267.0,61.4,99.08,10615.74,5.8,Active,6.0,424.6296
2589.0,80.62,99.54,2361.36,4.67,Sedentary,2.0,82.64760000000001
1854.0,68.75,94.43,2388.9,8.09,Sedentary,6.0,83.6115
2759.0,77.52,97.11,4954.04,6.73,Sedentary,6.0,173.3914
4296.0,88.92,99.24,3486.85,5.68,Sedentary,9.0,122.03975000000001
4474.0,84.68,98.5,6293.92,6.5,Active,8.0,251.7568
2661.0,93.33,100.0,1684.2,3.93,Active,3.0,67.36800000000001
2153.0,80.93,98.39,4114.95,7.48,Active,4.0,164.59799999999998
2076.0,85.49,99.06,1838.75,3.74,Highly_Active,10.0,82.74374999999999
2707.0,81.04,96.33,13643.08,7.2,Highly_Active,8.0,613.9386
3777.0,75.24,99.45,2887.66,7.16,Highly_Active,10.0,129.94469999999998
2695.0,87.56,95.39,15293.04,8.57,Active,10.0,611.7216000000001
2733.0,99.14,95.95,2762.69,5.0,Active,3.0,110.50760000000001
2439.0,87.82,96.46,1384.86,6.06,Sedentary,8.0,48.4701
3294.0,75.26,100.0,6016.64,6.4,Active,3.0,240.6656
1835.0,72.49,97.29,5669.93,7.8,Sedentary,8.0,198.44755000000004
4510.0,73.05,98.9,6753.1,7.15,Highly_Active,2.0,303.8895
1202.0,89.21,99.12,2518.15,7.28,Highly_Active,1.0,113.31675
4255.0,67.11,99.06,2699.32,8.33,Active,3.0,107.9728
1122.0,59.63,95.98,1897.43,6.17,Active,8.0,75.8972
1400.0,82.03,98.74,18456.72,8.69,Sedentary,6.0,645.9852000000001
1766.0,75.32,96.06,8041.0,6.37,Sedentary,4.0,281.435
3327.0,41.15,100.0,1511.12,5.76,Sedentary,5.45,52.8892
4908.0,78.12,97.5,7584.24,7.39,Highly_Active,5.0,341.2908
3931.0,68.94,97.61,10067.96,8.24,Sedentary,5.0,352.3786
4681.0,87.15,100.0,2934.71,4.88,Highly_Active,1.0,132.06195
1197.0,70.8,99.68,1201.27,7.92,Sedentary,7.0,42.044450000000005
2930.0,89.04,98.72,6611.82,9.56,Active,7.0,264.4728
4582.0,94.18,99.18,5999.85,6.1,Highly_Active,9.0,269.99325
3799.0,73.53,95.53,1411.1,6.94,Sedentary,5.0,49.3885
3191.0,73.82,96.66,2131.35,6.27,Sedentary,5.0,74.59725
1608.0,94.06,97.52,6863.65,7.49,Active,1.0,274.546
4272.0,92.38,98.23,6655.93,3.23,Active,10.0,266.23720000000003
2147.0,90.47,100.0,5663.41,4.38,Sedentary,7.0,198.21935000000002
1186.0,68.96,96.82,10231.33,7.5,Sedentary,5.45,358.09655000000004
4397.0,65.12,100.0,11798.84,6.54,Active,10.0,471.9536
3511.0,99.55,99.14,2265.72,3.49,Highly_Active,10.0,101.95739999999999
4420.0,84.15,94.98,1200.57,5.55,Active,2.0,48.0228
1659.0,73.4,100.0,2312.26,5.77,Active,8.0,92.49040000000001
3811.0,76.27,97.81,20661.82,7.9,Active,3.0,826.4728
4002.0,73.42,96.73,1032.7,8.38,Highly_Active,3.0,46.4715
2955.0,70.62,97.07,14769.97,3.14,Highly_Active,2.0,664.64865
3450.0,93.46,99.18,1591.62,6.32,Highly_Active,7.0,71.62289999999999
2986.0,108.8,100.0,941.7,4.28,Active,4.0,37.668
2534.0,94.28,100.0,763.71,8.38,Sedentary,4.0,26.729850000000003
1146.0,77.04,99.61,699.85,7.06,Highly_Active,6.0,31.49325
4219.0,96.26,95.91,2937.93,7.78,Active,4.0,117.5172
3911.0,80.29,100.0,5191.84,5.83,Sedentary,7.0,181.7144
2734.0,111.27,100.0,1569.07,5.33,Sedentary,6.0,54.91745
2843.0,70.28,100.0,18887.49,5.65,Sedentary,9.0,661.0621500000001
1488.0,81.8,98.91,6180.31,6.33,Highly_Active,5.0,278.11395
3976.0,65.99,98.33,15143.7,5.86,Highly_Active,4.0,681.4665
2959.0,69.28,98.85,1127.91,7.86,Highly_Active,3.0,50.75595
2663.0,69.88,99.28,1084.26,10.5,Active,10.0,43.370400000000004
3598.0,93.54,100.0,13129.92,7.37,Sedentary,8.0,459.54720000000003
3385.0,78.12,95.6,5875.01,3.58,Sedentary,8.0,205.62535000000003
3919.0,75.26,98.79,19530.91,6.73,Highly_Active,10.0,878.89095
1640.0,76.4,99.35,1112.12,4.72,Sedentary,3.0,38.9242
2802.0,60.39,100.0,184.54,5.89,Highly_Active,10.0,8.3043
3520.0,68.39,97.73,17385.44,6.45,Highly_Active,5.45,782.3448
2969.0,92.26,98.51,8400.73,6.11,Active,1.0,336.0292
3198.0,54.85,98.1,11521.55,4.95,Highly_Active,9.0,518.46975
2438.0,75.26,98.94,2456.98,7.28,Highly_Active,7.0,110.5641
4369.0,50.09,97.21,21.5,3.51,Sedentary,4.0,0.7525000000000001
2634.0,69.19,99.64,4616.36,7.08,Highly_Active,2.0,207.73619999999997
2787.0,50.91,95.44,16666.66,6.92,Highly_Active,7.0,749.9997
3191.0,71.55,96.0,523.24,4.48,Sedentary,1.0,18.3134
3393.0,79.71,97.98,1455.92,6.85,Active,4.0,58.2368
1623.0,61.33,100.0,2609.91,8.57,Active,7.0,104.3964
2016.0,80.42,97.78,12420.21,5.61,Active,9.0,496.80839999999995
4643.0,76.66,96.29,12189.37,5.58,Sedentary,4.0,426.62795000000006
1880.0,83.1,96.92,1432.01,7.15,Sedentary,7.0,50.12035
3944.0,104.76,100.0,4877.2,4.43,Highly_Active,2.0,219.474
2327.0,57.91,97.04,3744.4,8.16,Highly_Active,2.0,168.498
3301.0,65.62,98.71,5373.9,7.71,Sedentary,7.0,188.0865
4723.0,82.72,97.24,2424.98,8.42,Sedentary,4.0,84.8743
1452.0,76.77,99.58,5308.27,7.32,Active,6.0,212.3308
4108.0,87.7,98.0,8099.81,9.33,Sedentary,6.0,283.49335
2183.0,70.35,99.87,451.79,3.69,Highly_Active,2.0,20.33055
3056.0,52.12,99.56,1264.81,5.92,Sedentary,10.0,44.268350000000005
4304.0,101.69,97.77,3127.28,5.68,Sedentary,4.0,109.45480000000002
4170.0,70.46,98.0,4452.44,5.43,Sedentary,5.45,155.8354
2682.0,72.49,98.03,292.94,7.26,Active,8.0,11.717600000000001
3863.0,102.02,95.67,5564.12,7.7,Active,4.0,222.5648
3255.0,67.62,98.43,14280.13,5.8,Active,8.0,571.2052
3199.0,55.32,95.12,5727.75,5.5,Active,6.0,229.11
3101.0,103.35,98.45,10497.73,5.91,Highly_Active,10.0,472.39784999999995
4191.0,103.55,99.04,2040.39,8.63,Active,3.0,81.6156
2696.0,90.32,97.19,5262.45,4.14,Highly_Active,3.0,236.81025
1627.0,86.32,97.03,3325.68,2.88,Sedentary,8.0,116.39880000000001
1586.0,63.91,98.0,692.07,4.43,Active,9.0,27.682800000000004
2648.0,79.36,97.8,3656.62,4.71,Highly_Active,2.0,164.5479
2445.0,40.0,95.42,2509.44,4.63,Active,8.0,100.3776
1103.0,91.79,99.55,2806.28,6.8,Active,10.0,112.25120000000001
4923.0,83.32,98.33,3942.2,8.6,Sedentary,6.0,137.977
1253.0,55.24,98.99,17415.13,9.56,Sedentary,5.0,609.5295500000001
4298.0,69.6,96.86,6978.66,4.96,Sedentary,2.0,244.25310000000002
3557.0,76.98,96.72,6252.32,8.31,Sedentary,4.0,218.83120000000002
2496.0,49.52,98.0,11460.9,6.68,Active,6.0,458.436
1098.0,56.8,97.08,12576.76,7.56,Highly_Active,1.0,565.9542
2884.0,75.99,96.58,7758.83,7.19,Sedentary,5.45,271.55905
3961.0,90.88,98.39,3787.97,5.4,Highly_Active,2.0,170.45864999999998
2919.0,102.58,96.0,5863.59,3.51,Sedentary,6.0,205.22565000000003
1877.0,68.12,98.65,1507.24,5.98,Highly_Active,2.0,67.8258
1337.0,80.28,94.86,6740.86,5.35,Sedentary,4.0,235.9301
4777.0,45.5,98.61,5055.1,6.08,Active,9.0,202.204
3869.0,65.89,97.85,11419.11,7.94,Active,10.0,456.7644
4234.0,83.64,98.64,16298.45,8.65,Highly_Active,6.0,733.43025
4791.0,72.12,98.65,997.36,6.73,Highly_Active,8.0,44.8812
1956.0,81.78,95.95,8218.81,4.72,Sedentary,2.0,287.65835
2704.0,75.26,98.11,20976.61,5.92,Sedentary,8.0,734.1813500000001
1160.0,83.4,95.74,17497.09,5.34,Highly_Active,6.0,787.36905
